Lob_10_B,Lob_10_U,Lob_11_B,Lob_11_U,Lob_12_B,Lob_12_U,Lob_13_B,Lob_13_U,Lob_14_B,Lob_14_U,Lob_15_B,Lob_15_U,Lob_1_B,Lob_1_U,Lob_2_B,Lob_2_U,Lob_3_B,Lob_3_U,Lob_4_B,Lob_4_U,Lob_5_B,Lob_5_U,Lob_6_B,Lob_6_U,Lob_7_B,Lob_7_U,Lob_8_B,Lob_8_U,Lob_9_B,Lob_9_U,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,unk_p,unk_c,unk_o,,
0,11.27,0,53.48,0,0,0,47.52,0,6.02,0,11.99,0,38.34,0,104.93,4.38,60.84,0,0,0,141.33,0,72.57,0,55.81,0,89.13,0,5.59,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,
0,0,4.43,115.68,0,24.97,0,4.99,0,14.85,0,83.24,0,38.52,0,84.39,0,510.96,0,52.86,0,147.91,0,0,0,10.32,0,0,0,0,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13,0,4.06,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium
0,283.27,4.09,0,944.19,0,0,0,239.21,0,0,296.49,0,0,537.2,0,0,0,0,0,0,0,862.08,0,0,725.05,0,573.85,0,0,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,
513.58,0,0,11.13,0,448.84,807.39,36.76,0,255.21,281.23,0,1122.78,91.31,0,445.17,675.84,190.78,1451.13,498.44,615.79,97.61,0,119.09,1244.02,0,1745.29,0,1414.84,305.03,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,,
0,0,21.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.16,0,0,0,0,0,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus
0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Verrucariales,,
0,0,0,0,0,0,0,0,3.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,Eukaryota,Fungi,Ascomycota,Leotiomycetes,Helotiales,,
0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,
3084.8,2444.18,4.64,59.47,5559.45,3243.57,6049.78,425.16,2258.69,2394.74,2795,2657.58,7247.45,671.18,3022.77,2849.4,4380.97,1277.66,8360.51,2720.92,5357.21,971.24,5466.24,975.3,7766.1,6045.6,8447.89,3060.17,6344.2,2029.7,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.75,0,0,0,2.85,0,0,0,0,0,0,0,0,0,0,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Phyllachorales,,
0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0,0,0,0,Eukaryota,Fungi,Basidiomycota,Cystobasidiomycetes,unk_o,unk_f,unk_g
0,0,0,0,6.78,0,0,7.27,0,0,0,0,0,0,6.3,0,3.2,0,0,0,3.35,0,0,0,0,0,3.59,0,0,0,Eukaryota,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia
0,0,0,0,0,0,0,0,0,0,0,0,3.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula
0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,
0,0,0,0,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Fungi,Mucoromycota,Glomeromycetes,Glomerales,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27,0,0,0,0,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,,
0,0,0,6.49,0,0,0,0,0,3.15,0,0,0,0,0,10.5,0,0,0,7.03,0,0,0,0,0,2.71,0,0,0,0,Eukaryota,Fungi,unk_p,unk_c,unk_o,,
0,0,0,17.04,0,74.33,0,3.52,0,0,0,0,0,0,0,82.04,0,6.12,1.98,0,0,0,0,3.36,0,31.09,0,0,0,0,Eukaryota,Fungi,unk_p,unk_c,unk_o,unk_f,
0,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,10.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Fungi,unk_p,unk_c,unk_o,unk_f,unk_g
